Question,Answer,Summary,Alternative Prompt 1 (English),Alternative Prompt 2 (Bahasa Indonesia),Expected Result
Which teams have won all matches in the group stage? Show team_id and total_wins.,"SELECT team_id, COUNT(*) AS total_wins
  FROM match_details
  WHERE play_stage = 'G' AND win_lose = 'W'
  GROUP BY team_id
  HAVING COUNT(*) = (
  SELECT COUNT(*) FROM match_details md2
  WHERE md2.team_id = match_details.team_id AND play_stage = 'G'
  );","This SQL query identifies teams that won all of their group stage ('G') matches by comparing their win count to their total group stage match count in the match_details table. The query filters for group stage matches (play_stage = 'G') where the team won (win_lose = 'W'), groups by team_id, and uses a HAVING clause with a correlated subquery to verify the win count equals the total group stage match count. The output shows team_ids and their total_wins, highlighting teams with perfect group stage records. This is valuable for analyzing dominant tournament performances. Modifications could include: 1) Adding team names for readability, 2) Extending to knockout stages, or 3) Calculating win percentages for a broader analysis. This query helps answer questions like 'Which teams had perfect group stage records?' or 'How common are undefeated group stage runs?'",Which teams managed to win all their group stage matches? I need to see team_id and how many matches they won.,Tim mana saja yang menang terus di babak grup? Tampilkan team_id dan total menangnya.,"['team_id', 'total_wins']"
Identify the top 3 players who scored the most goals in group stage. Show player_id and total_goals.,"SELECT player_id, COUNT(*) AS total_goals
  FROM goal_details
  WHERE play_stage = 'G'
  GROUP BY player_id
  ORDER BY total_goals DESC
  LIMIT 3;","This SQL query identifies the top 3 goal scorers in non-group stage matches by counting goals from the 'goal_details' table where play_stage is 'G' (group stage). It groups goals by player_id, orders results by total goals in descending order, and limits to the top 3 performers. The output highlights players who excel in group rounds or later tournament stages, which is valuable for assessing clutch performance. Key modifications could include: 1) Adding player names by joining with a players table for identification, 2) Breaking down goals by specific tournament stages (quarterfinals, semifinals etc.), or 3) Including minutes played to calculate goals-per-minute ratios. This query could help answer questions like: 'Who are the most effective scorers in high-pressure matches?', 'How does player performance differ between group and knockout stages?', or 'Which players elevate their game in elimination matches?'",Who are the top 3 goal scorers in group stages? Show their player_id and how many goals they scored.,Siapa 3 pencetak gol terbanyak di babak group? Tampilkan player_id dan total golnya.,"['player_id', 'total_goals']"
Show cities that have venues with total audience capacity greater than 100000. Show city and total_capacity.,"SELECT sc.city, SUM(sv.aud_capacity) AS total_capacity
  FROM soccer_venue sv
  JOIN soccer_city sc ON sv.city_id = sc.city_id
  GROUP BY sc.city
  HAVING SUM(sv.aud_capacity) > 100000;","This SQL query identifies cities with significant total venue capacity by analyzing data from the 'soccer_venue' and 'soccer_city' tables. It calculates the sum of audience capacities for all venues in each city and filters for cities with total capacity exceeding 100,000. Key operations include JOIN between venue and city tables, GROUP BY city, and SUM aggregation with HAVING filter. The output shows city names and their combined venue capacities, useful for identifying major soccer hubs. Business applications include event planning, infrastructure assessment, and market analysis. Potential modifications: 1) add venue counts to see how capacity is distributed, 2) include average capacity per venue for comparison, or 3) join with match data to analyze capacity utilization. This query helps answer questions like 'Which cities have the greatest soccer infrastructure capacity?' or 'Where should major tournaments be hosted based on venue capacity?'","List cities whose venues together can seat more than 100,000 people. Show city and total capacity.",Kota mana yang total kapasitas stadionnya lebih dari 100 ribu? Tampilkan nama kota dan total kapasitasnya.,"['city', 'total_capacity']"
Which cities have hosted matches where the player of the match scored at least 1 goal? Show city and match_no.,"SELECT DISTINCT sc.city, mm.match_no
  FROM match_mast mm
  JOIN soccer_venue sv ON mm.venue_id = sv.venue_id
  JOIN soccer_city sc ON sv.city_id = sc.city_id
  JOIN goal_details gd ON gd.match_no = mm.match_no AND gd.player_id = mm.plr_of_match;","This SQL query identifies matches where the player of the match (man of the match) also scored goals, returning the city and match number for these occurrences. It joins four tables - 'match_mast', 'soccer_venue', 'soccer_city', and 'goal_details' - connecting venue information with goal-scoring data. The query uses a multi-condition JOIN between goal_details and match_mast to find cases where the goal scorer was also the designated player of the match. Key operations include DISTINCT selection to avoid duplicates and multiple JOINs to connect geographical and match data. The output helps analyze how often the best player in a match contributes directly with goals. Business applications include evaluating award selection criteria and player performance analysis. Potential modifications: 1) add player names to identify top performers, 2) include goal counts to see how many goals these players scored, or 3) filter by tournament stage to analyze if this occurs more in important matches. This query helps answer questions like 'How often does the player of the match score goals?' or 'Which cities host matches where the best player also scores?'",Which cities had matches where the player of the match also scored? Show me unique city name and match number.,Kota mana aja yang punya pertandingan di mana player of the match-nya juga cetak gol? Tampilkan nama kota dan match_no-nya secara unik.,"['city', 'match_no']"
Which matches had players from more than 3 different clubs score goals? Show match_no and club_count.,"SELECT gd.match_no, COUNT(DISTINCT pm.playing_club) AS club_count
  FROM goal_details gd
  JOIN player_mast pm ON gd.player_id = pm.player_id
  GROUP BY gd.match_no
  HAVING COUNT(DISTINCT pm.playing_club) > 3;","This SQL query identifies matches where goals were scored by players from more than 3 different clubs by joining the 'goal_details' and 'player_mast' tables. It counts the distinct playing clubs of goal scorers per match and filters for matches with club diversity (HAVING COUNT > 3). The output helps analyze the variety of club representation in match scoring, which could indicate competitive balance or scouting opportunities. Key modifications could include: 1) Adding match stage/date to identify trends over time, 2) Including team information to compare club diversity between opponents, or 3) Calculating goal distribution across clubs to identify dominant contributors. This query could help answer questions like: 'Which matches showcase the most diverse talent?', 'Does club diversity correlate with match competitiveness?', or 'How does club representation vary across tournaments?'",Which matches had players from more than 3 different clubs scoring goals? Show match number and number of clubs.,Pertandingan mana saja yang memiliki pemain dari lebih dari 3 klub berbeda yang mencetak gol? Tampilkan match_no dan jumlah klubnya.,"['match_no', 'club_count']"
"Which matches had more than 2 players from the same team booked? Show match_no, team_id, and count of booked players.","SELECT match_no, team_id, COUNT(player_id) AS booked_count
  FROM player_booked
  GROUP BY match_no, team_id
  HAVING COUNT(player_id) > 2;","This SQL query identifies teams with disciplinary issues by counting bookings (yellow/red cards) per team per match from the player_booked table. The query groups by match_no and team_id, then filters for teams with more than 2 bookings using HAVING COUNT(player_id) > 2. The output shows match numbers, team IDs, and booking counts, highlighting teams with poor discipline in specific matches. This is useful for analyzing team behavior patterns and referee strictness. The query could be enhanced by: 1) Adding team names for better identification, 2) Including card types to assess severity, or 3) Correlating with match outcomes to analyze impact. It helps answer questions like 'Which teams have the worst disciplinary records?' or 'Do multiple bookings affect match results?'","Which matches had 3 or more players from the same team getting booked? Show match number, team_id, and how many players were booked.","Pertandingan mana yang punya 3 atau lebih pemain dari satu tim yang kena kartu? Tampilkan match_no, team_id, dan jumlah pemain yang kena kartu.","['match_no', 'team_id', 'booked_count']"
Find the average number of substitutions (in and out) per match. Show match_no and average_subs.,"SELECT match_no, COUNT(*)::float / 2 AS average_subs
  FROM player_in_out
  GROUP BY match_no;","This SQL query calculates the average number of substitutions per match by analyzing data from the 'player_in_out' table. It counts all substitution events for each match and divides by 2 (since each substitution involves 2 players - one coming in and one going out). Key operations include GROUP BY match_no and a division calculation to derive the average. The output shows match numbers and their corresponding average substitution counts, useful for analyzing team strategy and player rotation patterns. Business applications include evaluating substitution trends and managing player workloads. Potential modifications: 1) add team_id to compare substitution patterns between teams, 2) filter by match phase (first half vs second half substitutions), or 3) join with match results to assess substitution impact on outcomes. This query helps answer questions like 'What's the typical substitution rate per match?' or 'Do certain teams make more substitutions than others?'","What is the total number of substitutions (counting both in and out) per match, divided by 2? Show match_no and average_subs.","Hitung total pergantian pemain (masuk dan keluar) per pertandingan, lalu bagi dua. Tampilkan match_no dan rata-rata pergantian pemain.","['match_no', 'average_subs']"
Show players who appeared in more than 3 matches and were never booked in any of them. Display their player_id and total match count.,"SELECT p.player_id, COUNT(DISTINCT(m.match_no)) AS matches_played
FROM player_mast p
JOIN player_in_out pio ON p.player_id = pio.player_id
JOIN match_mast m ON pio.match_no = m.match_no
LEFT JOIN player_booked pb ON p.player_id = pb.player_id AND pio.match_no = pb.match_no
GROUP BY p.player_id
HAVING COUNT(DISTINCT(m.match_no)) > 3 AND COUNT(pb.player_id) = 0;","This SQL query identifies players who have participated in more than 3 matches without receiving any bookings by joining the 'player_mast', 'player_in_out', 'match_mast', and 'player_booked' tables. It counts distinct matches played per player using JOINs between player and match data, then uses a LEFT JOIN with booking data and HAVING to filter for players with zero bookings. The output shows player IDs and their clean disciplinary record across multiple appearances, valuable for sportsmanship analysis and fair play awards. Key modifications could include: (1) adding player names and team information for better identification, (2) adjusting the match threshold for different competition standards, or (3) including position data to analyze discipline by player role. This query helps answer questions like 'Which players maintain clean records despite regular play?' or 'How does position affect booking frequency?'",Find players who’ve played over 3 matches and have never received any bookings in any of those games. Show their player_id and how many matches they’ve played.,Tampilkan pemain yang pernah bermain lebih dari 3 pertandingan dan tidak pernah mendapatkan kartu di pertandingan-pertandingan tersebut. Tampilkan player_id dan jumlah pertandingan yang dimainkan.,"['player_id', 'matches_played']"
Which venues hosted the highest number of matches that went into penalty shootouts? Show venue_id and penalty_match_count.,"SELECT mm.venue_id, COUNT(DISTINCT mm.match_no) AS penalty_match_count
  FROM match_mast mm
  JOIN match_details md ON mm.match_no = md.match_no
  WHERE md.decided_by = 'P'
  GROUP BY mm.venue_id
  ORDER BY penalty_match_count DESC;","This SQL query identifies venues with the highest number of matches decided by penalty shootouts ('P') by joining the 'match_mast' (match information) and 'match_details' tables. It counts distinct match numbers per venue where the match was decided by penalties, grouping results by venue_id and ordering by penalty match count in descending order. The output helps analyze which venues most frequently host matches that go to penalties, potentially useful for tournament planning or venue performance analysis. Key modifications could include: 1) Adding venue names by joining with a venues table for clearer reporting, 2) Filtering by tournament stage or season to identify penalty trends over time, or 3) Calculating penalty conversion rates by incorporating penalty attempt data. This query could answer questions like: 'Which venues have hosted the most penalty shootouts?', 'Is there a correlation between venue characteristics and matches going to penalties?', or 'How do penalty-decided matches distribute across different tournament stages?'",Which venues hosted the most matches that ended in penalty shootouts? Show venue_id and number of matches.,Venue mana yang paling sering jadi tempat pertandingan yang berakhir dengan adu penalti? Saya butuh venue_id dan jumlah pertandingannya.,"['venue_id', 'penalty_match_count']"
"Which player captains have also scored unique goals? Show player_id, player_name, total_goals, and total_captain_matches.","SELECT mc.player_captain AS player_id, pm.player_name,
  COUNT(DISTINCT gd.goal_id) AS total_goals,
  COUNT(DISTINCT mc.match_no) AS total_captain_matches
  FROM match_captain mc
  JOIN goal_details gd ON mc.player_captain = gd.player_id
  JOIN player_mast pm ON mc.player_captain = pm.player_id
  GROUP BY mc.player_captain, pm.player_name;","This SQL query analyzes the performance of team captains by calculating both their goal-scoring contributions and captaincy frequency, using data from the 'match_captain', 'goal_details', and 'player_mast' tables. It joins these tables to connect captain information with goal records, then aggregates by player to count distinct goals scored and matches captained. Key operations include multi-table JOINs, GROUP BY on player identifiers, and COUNT(DISTINCT) for accurate metric calculation. The output provides player IDs, names, total goals scored, and total matches as captain, offering insights into leadership effectiveness. Business applications include evaluating captain selection strategies and identifying high-performing leaders. Potential modifications: 1) add win/loss records to assess captaincy impact on match outcomes, 2) filter by tournament or season to analyze temporal patterns, or 3) compare captain performance versus non-captain performance for the same players. This query helps answer questions like 'Which captains contribute most offensively?' or 'Is there a correlation between captaincy frequency and goal production?'","Which captains also managed to score unique goals? I want to see their player_id, name, number of goals, and how many matches they were captain.","Siapa aja pemain yang jadi kapten sekaligus mencetak goal? Tampilkan player_id, nama, jumlah gol yang unik, dan berapa kali dia jadi kapten di pertandingan yang unik.","['player_id', 'player_name', 'total_goals', 'total_captain_matches']"
Which goalkeepers (player_gk) appeared in the most matches? Show player_id and match_count.,"SELECT player_gk AS player_id, COUNT(*) AS match_count
  FROM match_details
  WHERE player_gk IS NOT NULL
  GROUP BY player_gk
  ORDER BY match_count DESC;","This SQL query analyzes goalkeeper appearances by counting how many matches each goalkeeper (player_gk) has played from the match_details table. The query filters out null values, groups by goalkeeper ID, and orders results by match count in descending order. The output shows goalkeeper IDs and their total match appearances, which is valuable for assessing goalkeeper utilization and consistency. This query could be enhanced by: 1) Joining with player_mast to include goalkeeper names, 2) Adding clean sheet statistics to evaluate performance, or 3) Filtering by tournament/season for temporal analysis. It helps answer key questions like 'Which goalkeepers have the most appearances?' or 'How is playing time distributed among goalkeepers?'",Who are the goalkeepers that played the most matches? I need their player_id and how many matches they appeared in.,Kiper mana saja yang paling sering tampil sebagai penjaga gawang? Tampilkan player_id dan jumlah pertandingan yang mereka ikuti.,"['player_id', 'match_count']"
"Which matches had more than 2 penalties taken by a single team? Show match_no, team_id, and kick_count.","SELECT match_no, team_id, COUNT(*) AS kick_count
  FROM penalty_shootout
  GROUP BY match_no, team_id
  HAVING COUNT(*) > 2;","This SQL query analyzes penalty shootout performance by identifying teams that took more than 2 penalty kicks in a match, using data from the 'penalty_shootout' table. It groups results by match number and team ID, counting the number of penalty kicks taken per team per match, and filters for teams with more than 2 attempts using HAVING. The output helps evaluate team performance in high-pressure penalty situations, which is valuable for coaching strategy and player selection. Key modifications could include: 1) Adding success rates by incorporating goal outcomes, 2) Including match stage information to analyze performance in different tournament phases, or 3) Joining with player data to identify consistent penalty takers. This query could help answer questions like: 'Which teams face the most penalty shootouts?', 'How does penalty kick volume correlate with success rates?', or 'Do certain teams consistently take more penalties in shootouts?'","Find matches where one team took more than 2 penalty shots. Show match number, team_id, and kick count.","Pertandingan mana yang satu timnya ambil penalti lebih dari dua kali? Tampilkan match_no, team_id, dan jumlah tendangannya.","['match_no', 'team_id', 'kick_count']"
Find goalkeepers (player_gk) who played in more than one team. Show player_id and team count.,"SELECT player_gk AS player_id, COUNT(DISTINCT team_id) AS team_count
  FROM match_details
  WHERE player_gk IS NOT NULL
  GROUP BY player_gk
  HAVING COUNT(DISTINCT team_id) > 1;","This SQL query identifies goalkeepers who have played for multiple teams by analyzing the match_details table. The query counts the distinct team associations for each goalkeeper (player_gk) and filters for those who have played for more than one team (HAVING COUNT(DISTINCT team_id) > 1). The output shows goalkeeper IDs and the number of teams they've played for, which is useful for tracking player transfers or loan spells. The query could be enhanced by: 1) Joining with player_mast to include goalkeeper names, 2) Adding match dates to analyze the timeline of team changes, or 3) Including performance metrics to compare across teams. It helps answer questions like 'Which goalkeepers have played for multiple clubs?' or 'How common are goalkeeper transfers between teams?'",Who are the goalkeepers that played for more than one team? Show their player_id and number of teams.,Kiper mana yang pernah main untuk lebih dari satu tim? Saya mau lihat player_id dan jumlah timnya.,"['player_id', 'team_count']"
List countries with referees who have officiated more than 2 matches. Show country_name and match_count.,"SELECT sc.country_name, COUNT(*) AS match_count
  FROM match_mast mm
  JOIN referee_mast rm ON mm.referee_id = rm.referee_id
  JOIN soccer_country sc ON rm.country_id = sc.country_id
  GROUP BY sc.country_name
  HAVING COUNT(*) > 2;","This SQL query analyzes referee assignments by country, identifying countries whose referees have officiated more than 2 matches. It joins the 'match_mast', 'referee_mast', and 'soccer_country' tables to connect match data with referee nationality information. The query counts matches per referee country and filters for countries with more than 2 assignments using GROUP BY and HAVING clauses. The output shows country names and their total match assignments, highlighting nations with significant referee representation. This is valuable for understanding referee distribution patterns and potential biases in officiating assignments. Business applications include referee program development and tournament planning. Potential modifications: 1) add tournament stage information to analyze assignment patterns in key matches, 2) compare with team nationalities to assess potential conflicts, or 3) calculate percentages of total matches officiated. This query helps answer questions like 'Which countries provide the most referees?' or 'Is there equitable distribution of referee assignments across nations?'",Which countries had referees that officiated more than 2 matches? I want the country name and number of matches.,Negara mana yang punya wasit yang memimpin lebih dari 2 pertandingan? Saya mau nama negara dan jumlah pertandingan.,"['country_name', 'match_count']"
Find players who changed clubs but kept the same jersey number. Show player_id and jersey_no.,"SELECT player_id, jersey_no
  FROM player_mast
  GROUP BY player_id, jersey_no
  HAVING COUNT(DISTINCT playing_club) > 1;","This SQL query identifies players who have worn the same jersey number for multiple clubs by analyzing the 'player_mast' table. It groups records by player_id and jersey_no, then filters for cases where a player has used the same jersey number for more than one club (COUNT(DISTINCT playing_club) > 1). The output helps track player number consistency across clubs, which could be relevant for fan engagement or player branding analysis. Key modifications could include: 1) Adding player names and club names for better identification, 2) Including time periods to analyze number usage over career spans, or 3) Comparing with performance metrics to assess if number consistency correlates with performance. This query could help answer questions like: 'Which players maintain consistent numbers across clubs?', 'Do certain jersey numbers get reused more than others when players transfer?', or 'Is there any relationship between number consistency and player performance?'",Find players who changed teams but kept the same jersey number. Show player_id and jersey_no.,Pemain mana saja yang ganti tim tapi tetap pakai nomor jersey yang sama? Saya mau lihat player_id dan nomor kausnya.,"['player_id', 'jersey_no']"
