Question,Answer,Summary,Alternative Prompt 1 (English),Alternative Prompt 2 (Bahasa Indonesia),Expected Result
"Which student has attended the most sessions? If there is a tie, show any of the student. Show nama and total_kehadiran.","SELECT m.nama, COUNT(k.id_kehadiran) AS total_kehadiran
  FROM Mahasiswa m
  JOIN CatatanKehadiran k ON m.id_mahasiswa = k.id_mahasiswa
  GROUP BY m.nama
  ORDER BY total_kehadiran DESC
  LIMIT 1;","This SQL query identifies the student with the highest attendance record by joining the 'Mahasiswa' (Students) and 'CatatanKehadiran' (Attendance Records) tables. It counts attendance records per student and returns the student with the most attendances, highlighting exemplary attendance behavior. The output helps academic institutions recognize students with perfect attendance and monitor class participation. Key operations include a table JOIN, COUNT aggregation, and ORDER BY with LIMIT to identify the top student. The query can be modified to: 1) filter by date range to analyze attendance patterns during specific periods, 2) include course information to identify attendance by subject, or 3) calculate attendance percentages rather than absolute counts. It helps answer questions like 'Which student has the best attendance record?' and 'How can we improve overall class attendance rates?'",Which student joined the most sessions? I want to see their name (nama) and how many sessions they attended (total_kehadiran).,Mahasiswa mana yang paling rajin ikut sesi kelas? Kasih liat nama (nama) dan jumlah kehadirannya (total_kehadiran).,"['nama', 'total_kehadiran']"
"List students who received the highest exam score in their respective exams. Show id_ujian, id_mahasiswa, nama, nilai_diperoleh.","SELECT h.id_ujian, h.id_mahasiswa, m.nama, h.nilai_diperoleh
  FROM HasilUjian h
  JOIN Mahasiswa m ON m.id_mahasiswa = h.id_mahasiswa
  WHERE h.nilai_diperoleh = (
  SELECT MAX(h2.nilai_diperoleh)
  FROM HasilUjian h2
  WHERE h2.id_ujian = h.id_ujian
  );","This query identifies the top-performing student(s) for each exam by joining the HasilUjian (exam results) and Mahasiswa (students) tables. It uses a correlated subquery to find the maximum score for each exam (MAX(h2.nilai_diperoleh)) and matches students who achieved that score. The output shows exam IDs, student IDs, names, and their scores, highlighting academic excellence. The query could be modified to: 1) include course information to analyze top performers by subject, 2) add date filters to examine performance trends over time, or 3) identify consistent top performers across multiple exams. It helps answer questions about academic achievement patterns, student excellence recognition, and potential benchmarking for exam difficulty.","Who got the highest score in each exam? Show id_ujian, id_mahasiswa, nama, nilai_diperoleh.","Siapa aja mahasiswa dengan nilai tertinggi di setiap ujian? Kolom: id_ujian, id_mahasiswa, nama, nilai_diperoleh.","['id_ujian', 'id_mahasiswa', 'nama', 'nilai_diperoleh']"
"Identify research projects involving students from at least 3 different departments (jurusan). Show id_proyek, judul, total_jurusan.","SELECT p.id_proyek, p.judul, COUNT(DISTINCT m.id_jurusan) AS total_jurusan
  FROM ProyekPenelitian p
  JOIN PartisipasiPenelitian pp ON pp.id_proyek = p.id_proyek
  JOIN Mahasiswa m ON m.id_mahasiswa = pp.id_mahasiswa
  GROUP BY p.id_proyek, p.judul
  HAVING COUNT(DISTINCT m.id_jurusan) >= 3;","This query identifies research projects with participation from students across at least 3 different departments by joining the ProyekPenelitian (research projects), PartisipasiPenelitian (research participation), and Mahasiswa (students) tables. It counts distinct departments per project (COUNT(DISTINCT m.id_jurusan)) and filters for projects with ≥3 participating departments (HAVING clause). The output shows project IDs, titles, and department counts, highlighting interdisciplinary research collaborations. The query could be modified to: 1) include department names to identify which disciplines collaborate most, 2) filter by project duration or status to analyze active collaborations, or 3) add student counts to measure participation levels. It helps answer questions about interdisciplinary research patterns, department collaboration trends, and the diversity of student involvement in research projects.","Which research projects involved students from 3+ departments? Show id_proyek, judul, total_jurusan.","Proyek penelitian mana yang diikuti mahasiswa dari minimal 3 jurusan? Kolom: id_proyek, judul, total_jurusan.","['id_proyek', 'judul', 'total_jurusan']"
"Find all lecturers who have both guided students and taught sessions in more than one semester. Show id_dosen, nama, total_mahasiswa, jumlah_semester.","SELECT d.id_dosen, d.nama,
  COUNT(DISTINCT m.id_mahasiswa) AS total_mahasiswa,
  COUNT(DISTINCT s.semester) AS jumlah_semester
  FROM Dosen d
  JOIN Mahasiswa m ON m.id_pembimbing = d.id_dosen
  JOIN Sesi s ON s.id_pengajar = d.id_dosen
  GROUP BY d.id_dosen, d.nama
  HAVING COUNT(DISTINCT s.semester) > 1;","This SQL query identifies faculty members who have both advised students and taught courses across multiple semesters. It joins the 'Dosen' (Faculty), 'Mahasiswa' (Students), and 'Sesi' (Sessions) tables to count the number of students advised and semesters taught by each faculty member. The HAVING clause filters for faculty who have taught in more than one semester, highlighting those with sustained teaching and advising commitments. The output helps academic administrators assess faculty workload distribution and continuity in student mentoring. Key operations include multiple JOINs, COUNT(DISTINCT) for accurate counting, and HAVING for semester filtering. The query can be modified to: 1) include specific time periods to analyze recent activity, 2) add course level information to assess teaching distribution, or 3) calculate student-to-semester ratios to evaluate advising intensity. It helps answer questions like 'Which faculty maintain consistent teaching and advising roles?' and 'How should teaching and advising responsibilities be balanced?'","Find lecturers who supervise students and teach in multiple semesters. Show id_dosen, nama, total_mahasiswa, jumlah_semester.","Dosen mana aja yang ngebimbing mahasiswa dan juga ngajar di lebih dari 1 semester? Tampilkan id_dosen, nama, total_mahasiswa, jumlah_semester.","['id_dosen', 'nama', 'total_mahasiswa', 'jumlah_semester']"
"Which students have taken exams, participated in research projects, and are active members in clubs? Show id_mahasiswa, nama, total_ujian, total_proyek, total_klub.","SELECT m.id_mahasiswa, m.nama,
  COUNT(DISTINCT h.id_ujian) AS total_ujian,
  COUNT(DISTINCT pp.id_proyek) AS total_proyek,
  COUNT(DISTINCT kk.id_klub) AS total_klub
  FROM Mahasiswa m
  LEFT JOIN HasilUjian h ON m.id_mahasiswa = h.id_mahasiswa
  LEFT JOIN PartisipasiPenelitian pp ON m.id_mahasiswa = pp.id_mahasiswa
  LEFT JOIN KeanggotaanKlub kk ON m.id_mahasiswa = kk.id_mahasiswa
  GROUP BY m.id_mahasiswa, m.nama
  HAVING COUNT(DISTINCT h.id_ujian) > 0 AND COUNT(DISTINCT pp.id_proyek) > 0 AND COUNT(DISTINCT kk.id_klub) > 0;","This query identifies well-rounded students who are active in academics, research, and extracurriculars by joining the Mahasiswa (students) table with HasilUjian (exam results), PartisipasiPenelitian (research participation), and KeanggotaanKlub (club membership) tables using LEFT JOINs. It counts each student's distinct exam attempts, research projects, and club memberships, then filters for students with at least one record in each category (HAVING conditions). The output shows student IDs, names, and their counts of exams, projects, and clubs, highlighting students balancing multiple aspects of university life. The query could be modified to: 1) include academic performance metrics from exam results, 2) filter by specific club types or research areas, or 3) add demographic filters. It helps answer questions about student engagement patterns, the relationship between extracurriculars and academics, and identifying potential student leaders.","Which students took exams, did research, and joined clubs? Show id_mahasiswa, nama, total_ujian, total_proyek, total_klub.","Mahasiswa mana yang ujian, ikut riset, dan aktif di klub? Kolom: id_mahasiswa, nama, total_ujian, total_proyek, total_klub.","['id_mahasiswa', 'nama', 'total_ujian', 'total_proyek', 'total_klub']"
"Which student has the highest total score from all exams combined? If there is a tie, show any of the tying student. Show id_mahasiswa, nama, and total_score.","SELECT h.id_mahasiswa, m.nama, SUM(h.nilai_diperoleh) AS total_score
  FROM HasilUjian h
  JOIN Mahasiswa m ON h.id_mahasiswa = m.id_mahasiswa
  GROUP BY h.id_mahasiswa, m.nama
  ORDER BY total_score DESC
  LIMIT 1;","This SQL query identifies the top-performing student by calculating total exam scores across all tests. It joins the 'HasilUjian' (Exam Results) and 'Mahasiswa' (Students) tables, sums all exam scores per student, and returns the student with the highest cumulative score. The output helps academic institutions recognize academic excellence and identify high-achieving students. Key operations include a table JOIN, SUM aggregation, and ORDER BY with LIMIT to highlight the top performer. The query can be modified to: 1) filter by semester to analyze performance trends, 2) include course information to identify subject strengths, or 3) calculate average scores rather than totals for fairer comparison. It helps answer questions like 'Who is our highest-achieving student?' and 'What patterns exist among top performers?'","Which student has the highest exam score total? I want to see id_mahasiswa, nama, and total_score.","Mahasiswa mana yang total nilainya dari semua ujian paling tinggi? Aku mau id_mahasiswa, nama, dan total_score.","['id_mahasiswa', 'nama', 'total_score']"
"Which students have participated in both research and received a grade above 85 in any course? Show id_mahasiswa, nama, total_proyek, nilai_tertinggi.","SELECT m.id_mahasiswa, m.nama, COUNT(DISTINCT pp.id_proyek) AS total_proyek, MAX(n.nilai_akhir) AS nilai_tertinggi
  FROM Mahasiswa m
  JOIN PartisipasiPenelitian pp ON m.id_mahasiswa = pp.id_mahasiswa
  JOIN Nilai n ON m.id_mahasiswa = n.id_mahasiswa
  GROUP BY m.id_mahasiswa, m.nama
  HAVING MAX(n.nilai_akhir) > 85;","This SQL query identifies high-achieving students who are also actively involved in research projects by analyzing both academic performance and research participation. It joins the 'Mahasiswa' (Students), 'PartisipasiPenelitian' (Research Participation), and 'Nilai' (Grades) tables to count each student's research projects while also tracking their highest course grade. The HAVING clause filters for students with at least one course grade above 85, highlighting academically strong researchers. The output helps identify well-rounded students excelling in both coursework and research. Key operations include multiple JOINs, COUNT(DISTINCT) for research projects, MAX() for highest grade, and HAVING for grade filtering. The query can be modified to: 1) include specific course categories to analyze performance by subject area, 2) add time periods to track performance trends, or 3) calculate average grades rather than maximum for broader performance assessment. It helps answer questions like 'Which research-active students also excel academically?' and 'How does research participation correlate with academic performance?'","Which students both did research and got a grade above 85? Show id_mahasiswa, nama, total_proyek, nilai_tertinggi.","Siapa mahasiswa yang ikut riset dan juga dapet nilai di atas 85? Tampilkan id_mahasiswa, nama, total_proyek, nilai_tertinggi.","['id_mahasiswa', 'nama', 'total_proyek', 'nilai_tertinggi']"
"List all courses that have at least one session and at least one exam, and calculate the average final grade (nilai_akhir) and exam score (nilai_diperoleh). Show id_mk, judul, avg_nilai_akhir, avg_nilai_ujian.","SELECT mk.id_mk, mk.judul,
  AVG(n.nilai_akhir) AS avg_nilai_akhir,
  AVG(h.nilai_diperoleh) AS avg_nilai_ujian
  FROM MataKuliah mk
  JOIN Nilai n ON mk.id_mk = n.id_mk
  JOIN Ujian u ON mk.id_mk = u.id_mk
  JOIN HasilUjian h ON u.id_ujian = h.id_ujian AND n.id_mahasiswa = h.id_mahasiswa
  GROUP BY mk.id_mk, mk.judul
  HAVING COUNT(DISTINCT u.id_ujian) > 0;","This SQL query calculates the average final grades ('avg_nilai_akhir') and average exam scores ('avg_nilai_ujian') for each course by joining the 'MataKuliah' (Courses), 'Nilai' (Grades), 'Ujian' (Exams), and 'HasilUjian' (ExamResults) tables on relevant keys. It groups results by course ID and title, filtering for courses with at least one exam. The output provides insights into course performance metrics, useful for academic assessment and curriculum planning. Key modifications could include: 1) Adding a filter for specific semesters by joining with a 'Semester' table, 2) Comparing performance across departments by incorporating faculty/department data, or 3) Calculating pass/fail rates by adding conditional logic to the averages. This query could help answer questions like: 'Which courses have the highest average scores?', 'How do final grades correlate with exam performance?', or 'Which courses might need curriculum review based on performance metrics?'","List all courses with both a session and an exam, and show the average grade and exam score. Show id_mk, judul, avg_nilai_akhir, avg_nilai_ujian.","Matkul apa yang punya sesi & ujian? Tampilkan nilai akhir rata-rata dan nilai ujian rata-rata. Kolom: id_mk, judul, avg_nilai_akhir, avg_nilai_ujian.","['id_mk', 'judul', 'avg_nilai_akhir', 'avg_nilai_ujian']"
"Which clubs have only students from one department? Show id_klub, nama_klub, id_jurusan.","SELECT k.id_klub, k.nama AS nama_klub, m.id_jurusan
  FROM OrganisasiKlub k
  JOIN KeanggotaanKlub kk ON kk.id_klub = k.id_klub
  JOIN Mahasiswa m ON kk.id_mahasiswa = m.id_mahasiswa
  GROUP BY k.id_klub, k.nama, m.id_jurusan
  HAVING COUNT(DISTINCT m.id_jurusan) = 1;","This SQL query identifies clubs (klub) whose members all come from a single academic department (jurusan), highlighting potentially department-exclusive clubs. It joins the OrganisasiKlub, KeanggotaanKlub, and Mahasiswa tables, using GROUP BY to aggregate by club and department, and HAVING COUNT(DISTINCT m.id_jurusan) = 1 to enforce the single-department condition. Key operations include JOINs for table relationships and HAVING for post-aggregation filtering. The output lists club IDs, names, and their uniform department IDs, useful for identifying department-affiliated clubs or assessing diversity in club membership. Modifications could include: 1) Adding department names for readability, 2) Counting members per club to assess size, or 3) Filtering for specific departments of interest. This query could answer questions like 'Which clubs are exclusively associated with a particular department?' or 'Are there clubs that could benefit from more diverse departmental representation?'","Which clubs have only students from the same department? Show id_klub, nama_klub, id_jurusan.","Klub mana yang semua anggotanya dari satu jurusan aja? Kolom: id_klub, nama_klub, id_jurusan.","['id_klub', 'nama_klub', 'id_jurusan']"
"Which faculty head (id_kepala) also teaches at least one course? Show id_kepala, nama_dosen, and jumlah_mk_diajar.","SELECT f.id_kepala, d.nama AS nama_dosen, COUNT(mk.id_mk) AS jumlah_mk_diajar
  FROM Fakultas f
  JOIN Dosen d ON f.id_kepala = d.id_dosen
  JOIN MataKuliah mk ON mk.id_pengajar = d.id_dosen
  GROUP BY f.id_kepala, d.nama
  HAVING COUNT(mk.id_mk) > 0;","This SQL query identifies faculty heads ('id_kepala') who are also teaching courses by counting the number of courses each faculty head teaches. It joins the 'Fakultas' (Faculties), 'Dosen' (Lecturers), and 'MataKuliah' (Courses) tables, grouping results by faculty head ID and lecturer name, and filtering for those teaching at least one course. The output helps assess faculty heads' teaching workloads and their direct involvement in academic instruction. Key modifications could include: 1) Adding semester filters by joining with a 'Semester' table to analyze teaching patterns over time, 2) Comparing teaching loads between faculty heads and regular lecturers by including all lecturers in the initial join, or 3) Incorporating course level or type to analyze if faculty heads focus on specific course categories. This query could answer questions like: 'How many faculty heads maintain active teaching roles?', 'What is the average teaching load for faculty heads compared to other lecturers?', or 'Are faculty heads concentrated in teaching certain types of courses?'","Which faculty head also teaches? Show id_kepala, nama_dosen, and jumlah_mk_diajar.","Kepala fakultas mana yang juga ngajar? Tampilkan id_kepala, nama_dosen, dan jumlah matkul yang diajarkan.","['id_kepala', 'nama_dosen', 'jumlah_mk_diajar']"
