Question,Answer,Summary,Alternative Prompt 1 (English),Alternative Prompt 2 (Bahasa Indonesia),Expected Result
"Which matches had more than 2 players from the same team booked? Show match_no, team_id, and count of booked players.","SELECT match_no, team_id, COUNT(player_id) AS booked_count
  FROM player_booked
  GROUP BY match_no, team_id
  HAVING COUNT(player_id) > 2;","This SQL query identifies teams with disciplinary issues by counting bookings (yellow/red cards) per team per match from the player_booked table. The query groups by match_no and team_id, then filters for teams with more than 2 bookings using HAVING COUNT(player_id) > 2. The output shows match numbers, team IDs, and booking counts, highlighting teams with poor discipline in specific matches. This is useful for analyzing team behavior patterns and referee strictness. The query could be enhanced by: 1) Adding team names for better identification, 2) Including card types to assess severity, or 3) Correlating with match outcomes to analyze impact. It helps answer questions like 'Which teams have the worst disciplinary records?' or 'Do multiple bookings affect match results?'","Which matches had 3 or more players from the same team getting booked? Show match number, team_id, and how many players were booked.","Pertandingan mana yang punya 3 atau lebih pemain dari satu tim yang kena kartu? Tampilkan match_no, team_id, dan jumlah pemain yang kena kartu.","['match_no', 'team_id', 'booked_count']"
"Find players who scored goals in both halves of a match. Show player_id, player_name, match_no.","SELECT DISTINCT gd.player_id, pm.player_name, gd.match_no
  FROM goal_details gd
  JOIN player_mast pm ON gd.player_id = pm.player_id
  WHERE goal_half = 1
  AND EXISTS (
  SELECT 1 FROM goal_details gd2
  WHERE gd2.player_id = gd.player_id AND gd2.match_no = gd.match_no AND gd2.goal_half = 2
  );","This SQL query identifies players who scored goals in both halves of a match by analyzing the goal_details table. The query joins with player_mast to get player names and uses an EXISTS subquery to verify each player scored in both halves (goal_half = 1 and 2) of the same match. The output shows distinct player IDs, names, and match numbers where this occurred, highlighting consistent performers throughout matches. This is valuable for analyzing player endurance and match impact. The query could be enhanced by: 1) Adding team information to see which clubs have such players, 2) Including goal times to analyze scoring patterns, or 3) Calculating win percentages when players score in both halves. It helps answer questions like 'Which players maintain performance throughout entire matches?' or 'How does scoring in both halves affect match outcomes?'","Can you show players who scored in both the first and second halves of a game? I want player_id, name, and match number.","Tampilkan pemain yang cetak gol di babak pertama dan kedua di satu pertandingan. Saya mau lihat player_id, nama, dan match_no-nya.","['player_id', 'player_name', 'match_no']"
"Which players have been involved in both goals and bookings? Show player_id, player_name, goal_count, booking_count.","SELECT
  p.player_id,
  p.player_name,
  COUNT(g.goal_id) AS goal_count,
  COUNT(b.match_no) AS booking_count
FROM player_mast AS p
LEFT JOIN goal_details AS g ON p.player_id = g.player_id
LEFT JOIN player_booked AS b ON p.player_id = b.player_id
GROUP BY p.player_id, p.player_name
HAVING COUNT(g.goal_id) > 0 AND COUNT(b.match_no) > 0;","This SQL query identifies players who have both scored goals and received bookings by joining the 'player_mast' table with 'goal_details' and 'player_booked' tables. It counts total goals and bookings per player (counting multiple goals/bookings in the same match) and filters for players with at least one goal and one booking. The output provides player IDs, names, and their goal and booking counts, useful for analyzing the relationship between offensive performance and disciplinary actions. Key modifications could include: (1) using COUNT(DISTINCT) for match-level counting instead of total incidents, (2) adding team information to compare disciplinary patterns across clubs, or (3) including match dates to analyze trends over time. This query helps answer questions like 'Which productive scorers also have disciplinary issues?' or 'Is there a correlation between goal scoring and booking frequency?'","Which players were both involved in goals and received bookings? Show their player_id, name, and how many goals and bookings.","Siapa saja pemain yang pernah cetak gol dan juga kena kartu? Tampilkan player_id, nama, total gol dan jumlah kartu.","['player_id', 'player_name', 'goal_count', 'booking_count']"
List all matches where both assistant referees were from the same country. Show match_no and country_id.,"SELECT md.match_no, arm.country_id
  FROM match_details md
  JOIN asst_referee_mast arm ON md.ass_ref = arm.ass_ref_id
  GROUP BY md.match_no, arm.country_id
  HAVING COUNT(DISTINCT arm.ass_ref_id) > 1;","This SQL query identifies matches where multiple assistant referees from the same country were assigned by joining the match_details and asst_referee_mast tables. The query groups by match number and referee country, then filters for cases where more than one distinct assistant referee from the same country worked a match (HAVING COUNT(DISTINCT arm.ass_ref_id) > 1). The output shows match numbers and country IDs where this occurred, which is useful for analyzing referee assignment patterns and potential nationality biases. The query could be enhanced by: 1) Adding country names for clarity, 2) Including match dates to identify temporal patterns, or 3) Comparing with match outcomes to assess impact. It helps answer questions like 'How are assistant referees distributed across matches?' or 'Does referee nationality clustering affect match outcomes?'",List matches where both assistant referees were from the same country. Show match number and country_id.,Pertandingan mana yang dua asisten wasitnya dari negara yang sama? Tampilkan match_no dan country_id-nya.,"['match_no', 'country_id']"
Find goalkeepers (player_gk) who played in more than one team. Show player_id and team count.,"SELECT player_gk AS player_id, COUNT(DISTINCT team_id) AS team_count
  FROM match_details
  WHERE player_gk IS NOT NULL
  GROUP BY player_gk
  HAVING COUNT(DISTINCT team_id) > 1;","This SQL query identifies goalkeepers who have played for multiple teams by analyzing the match_details table. The query counts the distinct team associations for each goalkeeper (player_gk) and filters for those who have played for more than one team (HAVING COUNT(DISTINCT team_id) > 1). The output shows goalkeeper IDs and the number of teams they've played for, which is useful for tracking player transfers or loan spells. The query could be enhanced by: 1) Joining with player_mast to include goalkeeper names, 2) Adding match dates to analyze the timeline of team changes, or 3) Including performance metrics to compare across teams. It helps answer questions like 'Which goalkeepers have played for multiple clubs?' or 'How common are goalkeeper transfers between teams?'",Who are the goalkeepers that played for more than one team? Show their player_id and number of teams.,Kiper mana yang pernah main untuk lebih dari satu tim? Saya mau lihat player_id dan jumlah timnya.,"['player_id', 'team_count']"
"Which venues hosted more than 3 matches? Show venue_id, venue_name, and match_count.","SELECT sv.venue_id, sv.venue_name, COUNT(*) AS match_count
  FROM match_mast mm
  JOIN soccer_venue sv ON mm.venue_id = sv.venue_id
  GROUP BY sv.venue_id, sv.venue_name
  HAVING COUNT(*) > 3;","This SQL query identifies venues that have hosted more than 3 matches by joining the 'match_mast' and 'soccer_venue' tables on 'venue_id', grouping by venue details, and applying a HAVING clause to filter venues with over 3 matches. The output includes venue ID, name, and match count, useful for analyzing high-activity venues. Key operations include JOIN, GROUP BY, and COUNT aggregation. Business relevance lies in understanding venue utilization for event planning or resource allocation. Modifications could include: 1) adding match dates to analyze temporal patterns, 2) joining with team data to see which teams frequently play at these venues, or 3) calculating average attendance per venue by incorporating attendance figures. This query helps answer questions like 'Which venues are most frequently used?' or 'Where should we focus maintenance efforts?'","Which venues hosted more than 3 different matches? Please show venue_id, venue name, and match count.","Venue mana yang jadi tempat 3 pertandingan atau lebih? Tampilkan venue_id, nama venue, dan jumlah pertandingan.","['venue_id', 'venue_name', 'match_count']"
"Find cities that hosted matches with over 50000 audience. Show city, match_no, and audience.","SELECT sc.city, mm.match_no, mm.audence
  FROM match_mast mm
  JOIN soccer_venue sv ON mm.venue_id = sv.venue_id
  JOIN soccer_city sc ON sv.city_id = sc.city_id
  WHERE mm.audence > 50000;","This SQL query retrieves match details for high-attendance events by joining the 'match_mast', 'soccer_venue', and 'soccer_city' tables to identify matches with audiences exceeding 50,000. It outputs the city, match number, and audience count, providing insights into popular match locations. Key operations include multi-table JOINs and a WHERE filter on audience size. The business relevance lies in identifying high-traffic venues for marketing or operational planning. Modifications could include: 1) adding team information to see which matches draw large crowds, 2) calculating average audience per city by aggregating results, or 3) comparing weekend vs weekday attendance by incorporating match dates. This query helps answer questions like 'Which cities host the most attended matches?' or 'What is the threshold for a high-attendance event?'","List cities that had matches with more than 50,000 audience members. Show city, match_no, and audience.","Kota mana yang punya pertandingan dengan penonton lebih dari 50 ribu? Saya butuh nama kota, nomor pertandingan, dan jumlah penonton.","['city', 'match_no', 'audence']"
Which teams used more than 2 different coaches during the tournament? Show team_id and coach_count.,"SELECT team_id, COUNT(DISTINCT coach_id) AS coach_count
  FROM team_coaches
  GROUP BY team_id
  HAVING COUNT(DISTINCT coach_id) > 2;","This SQL query identifies teams with more than 2 distinct coaches by counting unique coach IDs per team from the 'team_coaches' table. It outputs team IDs and their corresponding coach counts, highlighting teams with high coach turnover or multiple concurrent coaches. Key operations include GROUP BY team_id and HAVING with COUNT(DISTINCT) to filter teams meeting the threshold. The business relevance lies in analyzing coaching stability and team management patterns. Modifications could include: 1) joining with team names for readability, 2) adding date filters to analyze coaching changes over specific periods, or 3) comparing coach counts with team performance metrics. This query helps answer questions like 'Which teams have the most coaching changes?' or 'Is there a correlation between coach turnover and team performance?'",Which teams had more than 2 different coaches? Show team_id and how many coaches they had.,Tim mana yang pelatihnya ganti-ganti sampai lebih dari 2 kali? Tampilkan team_id dan jumlah pelatihnya.,"['team_id', 'coach_count']"
Show players who appeared in more than 3 matches and were never booked in any of them. Display their player_id and total match count.,"SELECT p.player_id, COUNT(DISTINCT(m.match_no)) AS matches_played
FROM player_mast p
JOIN player_in_out pio ON p.player_id = pio.player_id
JOIN match_mast m ON pio.match_no = m.match_no
LEFT JOIN player_booked pb ON p.player_id = pb.player_id AND pio.match_no = pb.match_no
GROUP BY p.player_id
HAVING COUNT(DISTINCT(m.match_no)) > 3 AND COUNT(pb.player_id) = 0;","This SQL query identifies players who have participated in more than 3 matches without receiving any bookings by joining the 'player_mast', 'player_in_out', 'match_mast', and 'player_booked' tables. It counts distinct matches played per player using JOINs between player and match data, then uses a LEFT JOIN with booking data and HAVING to filter for players with zero bookings. The output shows player IDs and their clean disciplinary record across multiple appearances, valuable for sportsmanship analysis and fair play awards. Key modifications could include: (1) adding player names and team information for better identification, (2) adjusting the match threshold for different competition standards, or (3) including position data to analyze discipline by player role. This query helps answer questions like 'Which players maintain clean records despite regular play?' or 'How does position affect booking frequency?'",Find players who’ve played over 3 matches and have never received any bookings in any of those games. Show their player_id and how many matches they’ve played.,Tampilkan pemain yang pernah bermain lebih dari 3 pertandingan dan tidak pernah mendapatkan kartu di pertandingan-pertandingan tersebut. Tampilkan player_id dan jumlah pertandingan yang dimainkan.,"['player_id', 'matches_played']"
"List referees who officiated in matches with average audience over 40000. Show referee_id, referee_name, and avg_audience.","SELECT rm.referee_id, rm.referee_name, AVG(mm.audence) AS avg_audience
  FROM match_mast mm
  JOIN referee_mast rm ON mm.referee_id = rm.referee_id
  GROUP BY rm.referee_id, rm.referee_name
  HAVING AVG(mm.audence) > 40000;","This SQL query analyzes referee popularity by calculating the average audience size for matches officiated by each referee, using data from the 'match_mast' and 'referee_mast' tables. It joins these tables on referee_id, groups by referee details, and filters for referees with an average audience exceeding 40,000. Key operations include JOIN, GROUP BY, AVG aggregation, and HAVING for threshold filtering. The output lists referee IDs, names, and their average match audience, valuable for understanding which referees attract larger crowds. Business applications include referee assignment strategies and marketing decisions. Potential modifications: 1) add match dates to analyze trends over time, 2) incorporate match outcomes to assess if popular referees influence results, or 3) join with venue data to control for location effects. This query helps answer questions like 'Which referees are associated with higher attendance?' or 'Does referee popularity vary by season?'","Which referees handled matches with average audience over 40,000? I want referee_id, name, and average audience.","Wasit mana yang rata-rata penonton di pertandingannya lebih dari 40 ribu? Tampilkan referee_id, nama wasit, dan rata-rata penonton.","['referee_id', 'referee_name', 'avg_audience']"
"Which player captains have also scored unique goals? Show player_id, player_name, total_goals, and total_captain_matches.","SELECT mc.player_captain AS player_id, pm.player_name,
  COUNT(DISTINCT gd.goal_id) AS total_goals,
  COUNT(DISTINCT mc.match_no) AS total_captain_matches
  FROM match_captain mc
  JOIN goal_details gd ON mc.player_captain = gd.player_id
  JOIN player_mast pm ON mc.player_captain = pm.player_id
  GROUP BY mc.player_captain, pm.player_name;","This SQL query analyzes the performance of team captains by calculating both their goal-scoring contributions and captaincy frequency, using data from the 'match_captain', 'goal_details', and 'player_mast' tables. It joins these tables to connect captain information with goal records, then aggregates by player to count distinct goals scored and matches captained. Key operations include multi-table JOINs, GROUP BY on player identifiers, and COUNT(DISTINCT) for accurate metric calculation. The output provides player IDs, names, total goals scored, and total matches as captain, offering insights into leadership effectiveness. Business applications include evaluating captain selection strategies and identifying high-performing leaders. Potential modifications: 1) add win/loss records to assess captaincy impact on match outcomes, 2) filter by tournament or season to analyze temporal patterns, or 3) compare captain performance versus non-captain performance for the same players. This query helps answer questions like 'Which captains contribute most offensively?' or 'Is there a correlation between captaincy frequency and goal production?'","Which captains also managed to score unique goals? I want to see their player_id, name, number of goals, and how many matches they were captain.","Siapa aja pemain yang jadi kapten sekaligus mencetak goal? Tampilkan player_id, nama, jumlah gol yang unik, dan berapa kali dia jadi kapten di pertandingan yang unik.","['player_id', 'player_name', 'total_goals', 'total_captain_matches']"
List all teams whose players have been both booked and scored in the same match. Show team_id and match_no.,"SELECT DISTINCT pb.team_id, pb.match_no
  FROM player_booked pb
  JOIN goal_details gd ON pb.player_id = gd.player_id AND pb.match_no = gd.match_no;","This SQL query identifies teams and matches where players who received bookings also scored goals, by joining the 'player_booked' and 'goal_details' tables on both player_id and match_no. The query returns distinct team_id and match_no combinations where this occurred. Key operations include a multi-condition JOIN and DISTINCT selection to avoid duplicates. The output reveals matches with players who both scored and were booked, which could indicate high-intensity or contentious games. Business applications include analyzing player performance under pressure or identifying potentially volatile matches. Potential modifications: 1) add player names to identify individuals who both scored and were booked, 2) include booking severity to assess if goal-scorers receive more serious bookings, or 3) join with match results to see if these incidents correlate with specific outcomes. This query helps answer questions like 'Which matches feature players who both score and get booked?' or 'Is there a relationship between scoring and disciplinary actions?'",List all teams where there is a player that has been both booked and scored in the same match. Show team_id and match_no.,Pertandingan mana aja yang ada pemain dari satu tim yang cetak gol dan juga kena kartu? Saya mau lihat team_id dan match_no.,"['team_id', 'match_no']"
Find the average number of substitutions (in and out) per match. Show match_no and average_subs.,"SELECT match_no, COUNT(*)::float / 2 AS average_subs
  FROM player_in_out
  GROUP BY match_no;","This SQL query calculates the average number of substitutions per match by analyzing data from the 'player_in_out' table. It counts all substitution events for each match and divides by 2 (since each substitution involves 2 players - one coming in and one going out). Key operations include GROUP BY match_no and a division calculation to derive the average. The output shows match numbers and their corresponding average substitution counts, useful for analyzing team strategy and player rotation patterns. Business applications include evaluating substitution trends and managing player workloads. Potential modifications: 1) add team_id to compare substitution patterns between teams, 2) filter by match phase (first half vs second half substitutions), or 3) join with match results to assess substitution impact on outcomes. This query helps answer questions like 'What's the typical substitution rate per match?' or 'Do certain teams make more substitutions than others?'","What is the total number of substitutions (counting both in and out) per match, divided by 2? Show match_no and average_subs.","Hitung total pergantian pemain (masuk dan keluar) per pertandingan, lalu bagi dua. Tampilkan match_no dan rata-rata pergantian pemain.","['match_no', 'average_subs']"
Which cities have hosted matches where the player of the match scored at least 1 goal? Show city and match_no.,"SELECT DISTINCT sc.city, mm.match_no
  FROM match_mast mm
  JOIN soccer_venue sv ON mm.venue_id = sv.venue_id
  JOIN soccer_city sc ON sv.city_id = sc.city_id
  JOIN goal_details gd ON gd.match_no = mm.match_no AND gd.player_id = mm.plr_of_match;","This SQL query identifies matches where the player of the match (man of the match) also scored goals, returning the city and match number for these occurrences. It joins four tables - 'match_mast', 'soccer_venue', 'soccer_city', and 'goal_details' - connecting venue information with goal-scoring data. The query uses a multi-condition JOIN between goal_details and match_mast to find cases where the goal scorer was also the designated player of the match. Key operations include DISTINCT selection to avoid duplicates and multiple JOINs to connect geographical and match data. The output helps analyze how often the best player in a match contributes directly with goals. Business applications include evaluating award selection criteria and player performance analysis. Potential modifications: 1) add player names to identify top performers, 2) include goal counts to see how many goals these players scored, or 3) filter by tournament stage to analyze if this occurs more in important matches. This query helps answer questions like 'How often does the player of the match score goals?' or 'Which cities host matches where the best player also scores?'",Which cities had matches where the player of the match also scored? Show me unique city name and match number.,Kota mana aja yang punya pertandingan di mana player of the match-nya juga cetak gol? Tampilkan nama kota dan match_no-nya secara unik.,"['city', 'match_no']"
List matches where all goals were scored in the first half. Show match_no and goal_count.,"SELECT match_no, COUNT(*) AS goal_count
  FROM goal_details
  GROUP BY match_no
  HAVING SUM(CASE WHEN goal_half = 2 THEN 1 ELSE 0 END) = 0;","This SQL query identifies matches where all goals were scored in the first half by analyzing data from the 'goal_details' table. It counts total goals per match and uses a HAVING clause with a conditional SUM to filter for matches with zero second-half goals. Key operations include GROUP BY match_no, COUNT aggregation, and a CASE expression within the HAVING filter. The output shows match numbers and their total goal counts for matches with exclusively first-half scoring. This is valuable for analyzing scoring patterns and team performance across match halves. Business applications include tactical analysis and betting market insights. Potential modifications: 1) add team information to identify which teams tend to score early, 2) include match dates to analyze temporal trends, or 3) compare with match outcomes to see if early scoring correlates with results. This query helps answer questions like 'Which matches featured all goals in the first half?' or 'How common are matches without second-half goals?'",Which matches had all goals scored in the first half only? Show match number and number of goals.,Pertandingan mana yang semua golnya tercipta di babak pertama? Saya mau lihat match_no dan jumlah golnya.,"['match_no', 'goal_count']"
