prompt,tables_used,predicted_tables,schema_accuracy,schema_reduction
"Which student has the highest exam score total? I want to see id_mahasiswa, nama, and total_score.","['mahasiswa', 'hasilujian']","['organisasiklub', 'jurusan', 'ujian', 'dosen', 'fakultas', 'catatankehadiran', 'keanggotaanklub', 'mahasiswa', 'hasilujian', 'sesi']",1.0,0.5454545454545454
"Can you list all faculties and show how many research projects, publications, and active lecturers each has? Show nama, total_proyek, total_publikasi, total_dosen_aktif.","['dosen', 'fakultas', 'proyekpenelitian', 'penulispublikasi', 'publikasi']","['organisasiklub', 'jurusan', 'fasilitasfakultas', 'ujian', 'dosen', 'fakultas', 'fasilitas', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'hasilujian', 'penulispublikasi', 'proyekpenelitian']",1.0,0.36363636363636365
"Which lecturer has taught the most different subjects? Show me their id_dosen, nama, and how many subjects (total_mk_diajar).","['matakuliah', 'sesi', 'dosen']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'bukuperpustakaan', 'dosen', 'fakultas', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'proyekpenelitian']",0.3333333333333333,0.5454545454545454
"Who are the top 3 students with the best total participation scores? I want id_mahasiswa, nama, and total_partisipasi.","['mahasiswa', 'enrolmenkelas']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'proyekpenelitian', 'catatankehadiran', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'enrolmenkelas', 'sesi']",1.0,0.5
"Which students joined more than 2 projects and are in a club? Show id_mahasiswa, nama, total_proyek, and total_klub.","['partisipasipenelitian', 'mahasiswa', 'keanggotaanklub']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'dosen', 'bukuperpustakaan', 'fakultas', 'catatankehadiran', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'enrolmenkelas', 'proyekpenelitian', 'sesi']",1.0,0.40909090909090906
"What are the top 5 facilities with the highest average access? Show id_fasilitas, nama, and avg_akses.","['fasilitas', 'fasilitasfakultas']","['organisasiklub', 'jurusan', 'fasilitasfakultas', 'dosen', 'fakultas', 'fasilitas', 'keanggotaanklub', 'mahasiswa']",1.0,0.6363636363636364
"Find me lecturers who both supervise students and publish papers. Show id_dosen, nama, total_mahasiswa_bimbingan, total_publikasi.","['mahasiswa', 'penulispublikasi', 'dosen']","['organisasiklub', 'jurusan', 'ujian', 'dosen', 'fakultas', 'proyekpenelitian', 'enrolmenkelas', 'catatankehadiran', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'hasilujian', 'penulispublikasi', 'sesi']",1.0,0.31818181818181823
"Which students both borrow books and attend 10+ sessions? Show id_mahasiswa, nama, total_buku_dipinjam, total_sesi.","['mahasiswa', 'catatankehadiran', 'peminjamanbuku']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'ujian', 'dosen', 'bukuperpustakaan', 'fakultas', 'enrolmenkelas', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'hasilujian', 'proyekpenelitian', 'sesi']",0.6666666666666666,0.36363636363636365
"Which courses include both a session and an exam? Just show id_mk, judul, avg_nilai_akhir, and avg_nilai_ujian.","['ujian', 'matakuliah', 'hasilujian', 'sesi', 'nilai']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'ujian', 'dosen', 'bukuperpustakaan', 'fakultas', 'matakuliah', 'enrolmenkelas', 'catatankehadiran', 'keanggotaanklub', 'mahasiswa', 'hasilujian', 'sesi']",0.8,0.36363636363636365
"Which faculties have the most variety of student majors participating in clubs? Show me id_fakultas, nama, and how many different majors those club members come from call it total_jurusan_klub. Sort by that in descending order.","['mahasiswa', 'fakultas', 'jurusan', 'keanggotaanklub']","['organisasiklub', 'jurusan', 'peminjamanbuku', 'ujian', 'fasilitasfakultas', 'bukuperpustakaan', 'dosen', 'fakultas', 'matakuliah', 'fasilitas', 'keanggotaanklub', 'mahasiswa', 'hasilujian']",1.0,0.40909090909090906
"Which faculty head teach at least one course? Show id_kepala, nama_dosen, and jumlah_mk_diajar.","['fakultas', 'matakuliah', 'dosen']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'dosen', 'bukuperpustakaan', 'fakultas', 'catatankehadiran', 'keanggotaanklub', 'mahasiswa', 'sesi']",0.6666666666666666,0.5454545454545454
"List students who got a grade for every course they attended. Show id_mahasiswa, nama, and jumlah_mk.","['mahasiswa', 'sesi', 'enrolmenkelas', 'nilai']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'catatankehadiran', 'publikasi', 'keanggotaanklub', 'mahasiswa', 'enrolmenkelas', 'sesi']",0.75,0.5454545454545454
"Which students both did research and got a grade above 85? Show id_mahasiswa, nama, total_proyek yang berbeda, nilai_tertinggi. Sort by grade descending","['partisipasipenelitian', 'mahasiswa', 'nilai']","['organisasiklub', 'jurusan', 'dosen', 'matakuliah', 'fakultas', 'proyekpenelitian', 'catatankehadiran', 'keanggotaanklub', 'partisipasipenelitian', 'nilai', 'mahasiswa', 'enrolmenkelas', 'sesi']",1.0,0.40909090909090906
"Find lecturers who supervise students and teach in multiple semesters. Show id_dosen, nama, total_mahasiswa, jumlah_semester.","['mahasiswa', 'sesi', 'dosen']","['organisasiklub', 'jurusan', 'dosen', 'matakuliah', 'fakultas', 'proyekpenelitian', 'kelas', 'catatankehadiran', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'enrolmenkelas', 'sesi']",1.0,0.40909090909090906
"Which all facilities are used by the most faculties? Show me id_fasilitas, the facility name (nama_fasilitas), and how many faculties use each one (total_fakultas). Sort the list from most to least shared.","['fasilitas', 'fasilitasfakultas']","['organisasiklub', 'jurusan', 'fasilitasfakultas', 'dosen', 'fakultas', 'fasilitas', 'keanggotaanklub', 'mahasiswa']",1.0,0.6363636363636364
"Which students never missed any class (status = Hadir) ? I want id_mahasiswa, nama, total_sesi_dihadiri.","['mahasiswa', 'catatankehadiran']","['organisasiklub', 'jurusan', 'ujian', 'dosen', 'fakultas', 'proyekpenelitian', 'enrolmenkelas', 'catatankehadiran', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'hasilujian', 'sesi']",1.0,0.36363636363636365
"List clubs where the average GPA of members is above 3.5. Show id_klub, nama_klub, avg_ipk.","['nilai', 'mahasiswa', 'keanggotaanklub', 'organisasiklub']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'bukuperpustakaan', 'dosen', 'fakultas', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'proyekpenelitian']",0.75,0.5454545454545454
"Which courses have no students but still have sessions? Show id_mk, judul, jumlah_sesi.","['matakuliah', 'sesi', 'enrolmenkelas']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'publikasi', 'keanggotaanklub', 'mahasiswa']",0.0,0.6818181818181819
"Which books were borrowed more than 5 times and still have copies? Show id_buku, judul, total_peminjaman, salinan_tersedia.","['bukuperpustakaan', 'peminjamanbuku']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'bukuperpustakaan', 'dosen', 'fakultas', 'matakuliah', 'keanggotaanklub', 'mahasiswa']",1.0,0.5909090909090908
"Who are the top 5 lecturers with the most roles (teaching, supervising, publishing)? Show id_dosen, nama, total_peran.","['mahasiswa', 'sesi', 'penulispublikasi', 'dosen']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'dosen', 'bukuperpustakaan', 'fakultas', 'catatankehadiran', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'enrolmenkelas', 'proyekpenelitian', 'sesi']",0.75,0.36363636363636365
"Which student is most active overall (sessions, research, clubs)? Show id_mahasiswa, nama, total_sesi, total_proyek, total_klub.","['partisipasipenelitian', 'mahasiswa', 'catatankehadiran', 'keanggotaanklub']","['organisasiklub', 'jurusan', 'ujian', 'dosen', 'matakuliah', 'fakultas', 'catatankehadiran', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'enrolmenkelas', 'proyekpenelitian', 'sesi']",1.0,0.36363636363636365
"Which courses had the best average participation score? Show id_mk, judul, avg_partisipasi.","['matakuliah', 'sesi', 'enrolmenkelas']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'dosen', 'bukuperpustakaan', 'fakultas', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'enrolmenkelas', 'proyekpenelitian', 'sesi']",0.6666666666666666,0.4545454545454546
"Which lecturers teach in different faculties than the one they belong to? Show id_dosen, nama, assigned_fakultas, taught_fakultas.","['fakultas', 'matakuliah', 'dosen']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'partisipasipenelitian', 'keanggotaanklub', 'mahasiswa', 'proyekpenelitian']",0.6666666666666666,0.6363636363636364
"Which lecturers taught the same course in 3+ semesters? Show id_dosen, nama, id_mk, judul, total_semester.","['matakuliah', 'sesi', 'dosen']","['organisasiklub', 'jurusan', 'dosen', 'matakuliah', 'fakultas', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'enrolmenkelas', 'proyekpenelitian', 'sesi']",1.0,0.5
"Which students were absent more than 5 times? Show id_mahasiswa, nama, total_absen.","['mahasiswa', 'catatankehadiran']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'proyekpenelitian', 'catatankehadiran', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'sesi']",1.0,0.5
"Which research projects involved students from 3+ departments? Show id_proyek, judul, total_jurusan.","['partisipasipenelitian', 'mahasiswa', 'proyekpenelitian']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'proyekpenelitian']",1.0,0.5909090909090908
"Which clubs have the most variety of students from different majors (Include 1 if there are no more than 1).? Just show me the top 5. I want to see id_klub, the club name (nama), and how many different departments their members come from (total_jurusan).","['mahasiswa', 'keanggotaanklub', 'organisasiklub']","['organisasiklub', 'jurusan', 'peminjamanbuku', 'bukuperpustakaan', 'dosen', 'fakultas', 'keanggotaanklub', 'mahasiswa', 'enrolmenkelas', 'sesi']",1.0,0.5454545454545454
"What are the 3 most borrowed books and how many copies are left? Show id_buku, judul, total_peminjaman, salinan_tersedia.","['bukuperpustakaan', 'peminjamanbuku']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'bukuperpustakaan', 'dosen', 'fakultas', 'matakuliah', 'keanggotaanklub', 'mahasiswa']",1.0,0.5909090909090908
"Which students have top GPA 10% and their advisor published something? Show id_mahasiswa, nama, IPK, total_publikasi_pembimbing.","['mahasiswa', 'penulispublikasi', 'dosen', 'nilai']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'proyekpenelitian', 'catatankehadiran', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'penulispublikasi', 'sesi']",0.75,0.4545454545454546
"List faculties with >1 department, 5+ lecturers, and >3 projects. Show id_fakultas, nama, total_jurusan, total_dosen, total_proyek.","['fakultas', 'proyekpenelitian', 'jurusan', 'dosen']","['organisasiklub', 'jurusan', 'peminjamanbuku', 'ujian', 'dosen', 'bukuperpustakaan', 'fakultas', 'matakuliah', 'enrolmenkelas', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'hasilujian', 'proyekpenelitian', 'sesi']",1.0,0.31818181818181823
"Which students took exams, did research, and joined clubs? Show id_mahasiswa, nama, total_ujian, total_proyek, total_klub.","['partisipasipenelitian', 'mahasiswa', 'hasilujian', 'keanggotaanklub']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'proyekpenelitian']",0.75,0.5909090909090908
"Which faculties have a head who doesn’t teach? Show id_fakultas, nama, id_kepala, nama_kepala.","['fakultas', 'matakuliah', 'dosen']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'bukuperpustakaan', 'dosen', 'fakultas', 'matakuliah', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'proyekpenelitian']",1.0,0.5
"Which courses are taught by different lecturers in different semesters? Show id_mk, judul, total_pengajar.","['matakuliah', 'sesi']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'dosen', 'bukuperpustakaan', 'fakultas', 'matakuliah', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'enrolmenkelas', 'proyekpenelitian', 'sesi']",1.0,0.40909090909090906
"Who got the highest score in each exam? Show id_ujian, id_mahasiswa, nama, nilai_diperoleh.","['mahasiswa', 'hasilujian']","['organisasiklub', 'jurusan', 'ujian', 'dosen', 'matakuliah', 'fakultas', 'proyekpenelitian', 'catatankehadiran', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'hasilujian', 'sesi']",1.0,0.40909090909090906
"Which books were never borrowed but are in a category that others borrow often? Show id_buku, judul, kategori.","['bukuperpustakaan', 'peminjamanbuku']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'bukuperpustakaan', 'dosen', 'fakultas', 'matakuliah', 'keanggotaanklub', 'mahasiswa', 'proyekpenelitian']",1.0,0.5454545454545454
"Which students have advisors that also write publications? Show id_mahasiswa, nama, id_pembimbing, nama_dosen, total_publikasi.","['mahasiswa', 'penulispublikasi', 'dosen']","['organisasiklub', 'jurusan', 'ujian', 'dosen', 'fakultas', 'proyekpenelitian', 'enrolmenkelas', 'catatankehadiran', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'hasilujian', 'penulispublikasi', 'sesi']",1.0,0.31818181818181823
"Who are the lecturers that teach and lead research projects, but don’t supervise any students? Just show their id_dosen and nama.","['sesi', 'mahasiswa', 'proyekpenelitian', 'dosen']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'publikasi', 'partisipasipenelitian', 'mahasiswa', 'proyekpenelitian']",0.75,0.6363636363636364
"Which facilities are accessed by all faculties? Show id_fasilitas, nama.","['fakultas', 'fasilitas', 'fasilitasfakultas']","['organisasiklub', 'jurusan', 'fasilitasfakultas', 'dosen', 'fakultas', 'fasilitas', 'keanggotaanklub', 'mahasiswa']",1.0,0.6363636363636364
"Which students have joined research projects led by lecturers from a different faculty than their own? I want to see the student’s ID, name, their faculty ID, the supervising lecturer’s faculty ID, and how many of these cross-faculty projects they’ve been part of.","['partisipasipenelitian', 'mahasiswa', 'proyekpenelitian', 'dosen']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'catatankehadiran', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'enrolmenkelas', 'proyekpenelitian', 'sesi']",1.0,0.4545454545454546
"Which clubs have only students from the same department? Show id_klub, nama_klub, id_jurusan.","['mahasiswa', 'keanggotaanklub', 'organisasiklub']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'bukuperpustakaan', 'dosen', 'fakultas', 'kelas', 'matakuliah', 'keanggotaanklub', 'mahasiswa']",1.0,0.5454545454545454
Fakultas mana yang paling banyak bikin proyek penelitian? Tampilkan nama (nama) dan jumlah proyeknya (total_proyek).,"['fakultas', 'proyekpenelitian']","['jurusan', 'dosen', 'fakultas', 'publikasi', 'partisipasipenelitian', 'mahasiswa', 'proyekpenelitian']",1.0,0.6818181818181819
Dosen mana yang ngebimbing mahasiswa paling banyak? Aku butuh namanya (nama) dan total mahasiswa bimbingannya (total_mahasiswa_dibimbing).,"['mahasiswa', 'dosen']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'proyekpenelitian', 'catatankehadiran', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'sesi']",1.0,0.5454545454545454
Mahasiswa mana yang paling rajin ikut sesi kelas? Kasih liat nama (nama) dan jumlah kehadirannya (total_kehadiran).,"['mahasiswa', 'catatankehadiran']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'catatankehadiran', 'keanggotaanklub', 'mahasiswa', 'enrolmenkelas', 'sesi']",1.0,0.5909090909090908
Top 5 matkul yang paling banyak diambil siapa aja ya? Tampilkan judul matkulnya (judul) dan jumlah mahasiswa (total_mahasiswa).,"['matakuliah', 'sesi', 'enrolmenkelas']","['organisasiklub', 'jurusan', 'dosen', 'matakuliah', 'fakultas', 'kelas', 'catatankehadiran', 'keanggotaanklub', 'mahasiswa', 'sesi']",0.6666666666666666,0.5454545454545454
Fakultas mana yang paling banyak pake fasilitas? Aku mau liat nama (nama) dan jumlah fasilitasnya (total_fasilitas).,"['fakultas', 'fasilitasfakultas']","['jurusan', 'fasilitasfakultas', 'dosen', 'fakultas', 'fasilitas', 'mahasiswa']",1.0,0.7272727272727273
Matkul mana yang nilai ujiannya paling tinggi rata-ratanya? Kasih tau judul (judul) dan nilai rata-rata (rata_rata_nilai).,"['matakuliah', 'hasilujian', 'ujian']","['organisasiklub', 'jurusan', 'peminjamanbuku', 'bukuperpustakaan', 'dosen', 'fakultas', 'keanggotaanklub', 'mahasiswa']",0.0,0.6363636363636364
Dosen mana yang paling banyak nulis publikasi? Tunjukin namanya (nama) dan total publikasinya (total_publikasi).,"['publikasi', 'penulispublikasi', 'dosen']","['organisasiklub', 'dosen', 'fakultas', 'catatankehadiran', 'publikasi', 'partisipasipenelitian', 'mahasiswa', 'penulispublikasi', 'proyekpenelitian', 'sesi']",1.0,0.5454545454545454
Mahasiswa mana yang paling sering ikut proyek penelitian? Tunjukin namanya (nama) dan jumlah partisipasinya (total_partisipasi).,"['partisipasipenelitian', 'mahasiswa']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'proyekpenelitian', 'catatankehadiran', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'enrolmenkelas', 'sesi']",1.0,0.5
Siapa yang paling sering minjem buku di antara siswa-siswa saja? Pilih id terkecil jika ada yang sama. Aku mau ID-nya (id_peminjam) dan total pinjamannya (total_peminjaman).,"['mahasiswa', 'peminjamanbuku']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'bukuperpustakaan', 'dosen', 'fakultas', 'keanggotaanklub', 'mahasiswa']",1.0,0.6363636363636364
Klub mana yang anggotanya paling banyak? Kasih tau nama klubnya (nama) dan jumlah anggota (total_anggota).,"['keanggotaanklub', 'organisasiklub']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'bukuperpustakaan', 'dosen', 'fakultas', 'keanggotaanklub', 'mahasiswa']",1.0,0.6363636363636364
"Mahasiswa mana yang total nilainya dari semua ujian paling tinggi? Aku mau id_mahasiswa, nama, dan total_score.","['mahasiswa', 'hasilujian']","['organisasiklub', 'jurusan', 'ujian', 'dosen', 'matakuliah', 'fakultas', 'catatankehadiran', 'keanggotaanklub', 'mahasiswa', 'sesi']",0.5,0.5454545454545454
"Tolong tampilin semua fakultas beserta total proyek, publikasi, dan dosen aktifnya. Kolom: nama, total_proyek, total_publikasi, total_dosen_aktif.","['dosen', 'fakultas', 'proyekpenelitian', 'penulispublikasi', 'publikasi']","['organisasiklub', 'ujian', 'dosen', 'fakultas', 'catatankehadiran', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'hasilujian', 'penulispublikasi', 'proyekpenelitian', 'sesi']",1.0,0.40909090909090906
"Dosen mana yang pernah ngajar mata kuliah paling banyak? Kasih id_dosen, nama, dan jumlah matkul (total_mk_diajar).","['matakuliah', 'sesi', 'dosen']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'bukuperpustakaan', 'dosen', 'fakultas', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'proyekpenelitian']",0.3333333333333333,0.5454545454545454
"Tolong tunjukin 3 mahasiswa dengan nilai partisipasi tertinggi. Kolom: id_mahasiswa, nama, total_partisipasi.","['mahasiswa', 'enrolmenkelas']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'proyekpenelitian', 'catatankehadiran', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'sesi']",0.5,0.5454545454545454
"Siapa aja mahasiswa yang ikut lebih dari 2 proyek dan juga aktif di klub? Tampilkan id_mahasiswa, nama, total_proyek, total_klub.","['partisipasipenelitian', 'mahasiswa', 'keanggotaanklub']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'bukuperpustakaan', 'dosen', 'fakultas', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'proyekpenelitian']",1.0,0.5454545454545454
"Top 5 fasilitas apa aja yang rata-rata tingkat aksesnya paling tinggi? Aku mau id_fasilitas, nama, avg_akses.","['fasilitas', 'fasilitasfakultas']","['organisasiklub', 'jurusan', 'fasilitasfakultas', 'dosen', 'fakultas', 'fasilitas', 'keanggotaanklub', 'mahasiswa']",1.0,0.6363636363636364
"Dosen mana yang bimbing mahasiswa sekaligus bikin publikasi? Tampilkan id_dosen, nama, total_mahasiswa_bimbingan, total_publikasi.","['mahasiswa', 'penulispublikasi', 'dosen']","['organisasiklub', 'jurusan', 'ujian', 'dosen', 'fakultas', 'proyekpenelitian', 'enrolmenkelas', 'catatankehadiran', 'publikasi', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'hasilujian', 'penulispublikasi', 'sesi']",1.0,0.31818181818181823
"Mahasiswa mana aja yang suka minjem buku dan hadir di lebih dari 10 sesi? Tampilkan id_mahasiswa, nama, total_buku_dipinjam, total_sesi.","['mahasiswa', 'catatankehadiran', 'peminjamanbuku']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'ujian', 'dosen', 'bukuperpustakaan', 'fakultas', 'proyekpenelitian', 'enrolmenkelas', 'catatankehadiran', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'hasilujian', 'sesi']",1.0,0.31818181818181823
"Matkul apa aja sih yang punya sesi dan ujian? Tampilkan id_mk, judul, avg_nilai_akhir, dan avg_nilai_ujian.","['ujian', 'matakuliah', 'hasilujian', 'sesi', 'nilai']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'ujian', 'dosen', 'bukuperpustakaan', 'fakultas', 'matakuliah', 'enrolmenkelas', 'catatankehadiran', 'keanggotaanklub', 'mahasiswa', 'hasilujian', 'sesi']",0.8,0.36363636363636365
"I want to see which faculties have students from the most diverse majors joining clubs. Show id_fakultas, nama, and the number of unique majors (total_jurusan_klub) they’re involved in. List them from highest to lowest.","['mahasiswa', 'fakultas', 'jurusan', 'keanggotaanklub']","['organisasiklub', 'jurusan', 'peminjamanbuku', 'fasilitasfakultas', 'dosen', 'bukuperpustakaan', 'fakultas', 'matakuliah', 'fasilitas', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'proyekpenelitian']",1.0,0.40909090909090906
"Kepala fakultas mana yang setidaknya mengajar satu mata kuliah? Tampilkan id_kepala, nama_dosen, dan jumlah matkul yang diajarkan.","['fakultas', 'matakuliah', 'dosen']","['organisasiklub', 'peminjamanbuku', 'jurusan', 'dosen', 'bukuperpustakaan', 'fakultas', 'keanggotaanklub', 'mahasiswa']",0.6666666666666666,0.6363636363636364
"Siapa aja mahasiswa yang dapet nilai akhir untuk semua matkul yang dia ambil? Kolom: id_mahasiswa, nama, jumlah_mk.","['mahasiswa', 'sesi', 'enrolmenkelas', 'nilai']","['organisasiklub', 'jurusan', 'dosen', 'fakultas', 'catatankehadiran', 'publikasi', 'keanggotaanklub', 'mahasiswa', 'sesi']",0.5,0.5909090909090908
"Siapa mahasiswa yang ikut riset dan juga dapet nilai di atas 85? Tampilkan id_mahasiswa, nama, total_proyek yang berbeda, nilai_tertinggi. Urutkan dari nilai tertinggi","['partisipasipenelitian', 'mahasiswa', 'nilai']","['organisasiklub', 'jurusan', 'dosen', 'matakuliah', 'fakultas', 'proyekpenelitian', 'catatankehadiran', 'keanggotaanklub', 'partisipasipenelitian', 'nilai', 'mahasiswa', 'enrolmenkelas', 'sesi']",1.0,0.40909090909090906
"Dosen mana aja yang ngebimbing mahasiswa dan juga ngajar di lebih dari 1 semester? Tampilkan id_dosen, nama, total_mahasiswa, jumlah_semester.","['mahasiswa', 'sesi', 'dosen']","['organisasiklub', 'jurusan', 'dosen', 'matakuliah', 'fakultas', 'proyekpenelitian', 'kelas', 'catatankehadiran', 'keanggotaanklub', 'partisipasipenelitian', 'mahasiswa', 'enrolmenkelas', 'sesi']",1.0,0.40909090909090906
"Semua fasilitas mana aja sih yang dipakai bareng sama paling banyak fakultas? Tampilkan id_fasilitas, nama fasilitasnya (nama_fasilitas), dan berapa fakultas yang pakai (total_fakultas). Urutkan dari yang paling banyak dipakai.","['fasilitas', 'fasilitasfakultas']","['organisasiklub', 'jurusan', 'fasilitasfakultas', 'dosen', 'fakultas', 'fasilitas', 'keanggotaanklub', 'mahasiswa']",1.0,0.6363636363636364
